OBJECTID,Summary Level,Geographic Code Identifier,Geographic Record Identifier,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Area Base Name,File Identification,State/US-Abbreviation (USPS),Characteristic Iteration,Characteristic Iteration File Sequence Number,Logical Record Number,Total Pop,Institutionalized population,Correctional facilities for adults,Juvenile facilities,Nursing facilities/Skilled-nursing facilities,Other institutional facilities,Noninstitutionalized population,College/University student housing,Military quarters,Other noninstitutional facilities
1415,150,530330322202,1500000US530330322202,Block Group 2,2,PLST,WA,000,03,4507,7,0,0,0,0,0,7,0,0,7
1416,150,530330322203,1500000US530330322203,Block Group 3,3,PLST,WA,000,03,4508,0,0,0,0,0,0,0,0,0,0
1417,150,530330322204,1500000US530330322204,Block Group 4,4,PLST,WA,000,03,4509,0,0,0,0,0,0,0,0,0,0
1418,150,530330322211,1500000US530330322211,Block Group 1,1,PLST,WA,000,03,4510,0,0,0,0,0,0,0,0,0,0
1419,150,530330322212,1500000US530330322212,Block Group 2,2,PLST,WA,000,03,4511,0,0,0,0,0,0,0,0,0,0
1420,150,530330322213,1500000US530330322213,Block Group 3,3,PLST,WA,000,03,4512,0,0,0,0,0,0,0,0,0,0
1421,150,530330322214,1500000US530330322214,Block Group 4,4,PLST,WA,000,03,4513,1,0,0,0,0,0,1,0,0,1
1422,150,530330322215,1500000US530330322215,Block Group 5,5,PLST,WA,000,03,4514,12,0,0,0,0,0,12,0,0,12
1423,150,530330322221,1500000US530330322221,Block Group 1,1,PLST,WA,000,03,4515,0,0,0,0,0,0,0,0,0,0
1424,150,530330322222,1500000US530330322222,Block Group 2,2,PLST,WA,000,03,4516,0,0,0,0,0,0,0,0,0,0
1425,150,530330322223,1500000US530330322223,Block Group 3,3,PLST,WA,000,03,4517,0,0,0,0,0,0,0,0,0,0
1426,150,530330322231,1500000US530330322231,Block Group 1,1,PLST,WA,000,03,4518,0,0,0,0,0,0,0,0,0,0
1427,150,530330322232,1500000US530330322232,Block Group 2,2,PLST,WA,000,03,4519,0,0,0,0,0,0,0,0,0,0
1428,150,530330322233,1500000US530330322233,Block Group 3,3,PLST,WA,000,03,4520,0,0,0,0,0,0,0,0,0,0
1429,150,530330322241,1500000US530330322241,Block Group 1,1,PLST,WA,000,03,4521,24,0,0,0,0,0,24,0,0,24
1430,150,530330322242,1500000US530330322242,Block Group 2,2,PLST,WA,000,03,4522,0,0,0,0,0,0,0,0,0,0
1431,150,530330322251,1500000US530330322251,Block Group 1,1,PLST,WA,000,03,4523,0,0,0,0,0,0,0,0,0,0
1432,150,530330322252,1500000US530330322252,Block Group 2,2,PLST,WA,000,03,4524,0,0,0,0,0,0,0,0,0,0
1433,150,530330322253,1500000US530330322253,Block Group 3,3,PLST,WA,000,03,4525,0,0,0,0,0,0,0,0,0,0
1434,150,530330323071,1500000US530330323071,Block Group 1,1,PLST,WA,000,03,4526,3,0,0,0,0,0,3,0,0,3
1435,150,530330323072,1500000US530330323072,Block Group 2,2,PLST,WA,000,03,4527,15,0,0,0,0,0,15,0,0,15
1436,150,530330323073,1500000US530330323073,Block Group 3,3,PLST,WA,000,03,4528,0,0,0,0,0,0,0,0,0,0
1437,150,530330323074,1500000US530330323074,Block Group 4,4,PLST,WA,000,03,4529,0,0,0,0,0,0,0,0,0,0
1438,150,530330323111,1500000US530330323111,Block Group 1,1,PLST,WA,000,03,4530,0,0,0,0,0,0,0,0,0,0
1439,150,530330323112,1500000US530330323112,Block Group 2,2,PLST,WA,000,03,4531,0,0,0,0,0,0,0,0,0,0
1440,150,530330323113,1500000US530330323113,Block Group 3,3,PLST,WA,000,03,4532,0,0,0,0,0,0,0,0,0,0
1441,150,530330323114,1500000US530330323114,Block Group 4,4,PLST,WA,000,03,4533,0,0,0,0,0,0,0,0,0,0
1442,150,530330323131,1500000US530330323131,Block Group 1,1,PLST,WA,000,03,4534,0,0,0,0,0,0,0,0,0,0
1443,150,530330323132,1500000US530330323132,Block Group 2,2,PLST,WA,000,03,4535,3,0,0,0,0,0,3,0,0,3
1444,150,530330323133,1500000US530330323133,Block Group 3,3,PLST,WA,000,03,4536,2,0,0,0,0,0,2,0,0,2
1445,150,530330323134,1500000US530330323134,Block Group 4,4,PLST,WA,000,03,4537,0,0,0,0,0,0,0,0,0,0
1446,150,530330323151,1500000US530330323151,Block Group 1,1,PLST,WA,000,03,4538,14,0,0,0,0,0,14,0,0,14
1447,150,530330323152,1500000US530330323152,Block Group 2,2,PLST,WA,000,03,4539,0,0,0,0,0,0,0,0,0,0
1448,150,530330323153,1500000US530330323153,Block Group 3,3,PLST,WA,000,03,4540,0,0,0,0,0,0,0,0,0,0
1449,150,530330323154,1500000US530330323154,Block Group 4,4,PLST,WA,000,03,4541,0,0,0,0,0,0,0,0,0,0
1450,150,530330323161,1500000US530330323161,Block Group 1,1,PLST,WA,000,03,4542,0,0,0,0,0,0,0,0,0,0
1451,150,530330323162,1500000US530330323162,Block Group 2,2,PLST,WA,000,03,4543,0,0,0,0,0,0,0,0,0,0
1452,150,530330323163,1500000US530330323163,Block Group 3,3,PLST,WA,000,03,4544,0,0,0,0,0,0,0,0,0,0
1453,150,530330323164,1500000US530330323164,Block Group 4,4,PLST,WA,000,03,4545,0,0,0,0,0,0,0,0,0,0
1454,150,530330323171,1500000US530330323171,Block Group 1,1,PLST,WA,000,03,4546,11,0,0,0,0,0,11,0,0,11
1455,150,530330323172,1500000US530330323172,Block Group 2,2,PLST,WA,000,03,4547,0,0,0,0,0,0,0,0,0,0
1456,150,530330323173,1500000US530330323173,Block Group 3,3,PLST,WA,000,03,4548,9,0,0,0,0,0,9,0,0,9
1457,150,530330323174,1500000US530330323174,Block Group 4,4,PLST,WA,000,03,4549,0,0,0,0,0,0,0,0,0,0
1458,150,530330323175,1500000US530330323175,Block Group 5,5,PLST,WA,000,03,4550,0,0,0,0,0,0,0,0,0,0
1459,150,530330323181,1500000US530330323181,Block Group 1,1,PLST,WA,000,03,4551,0,0,0,0,0,0,0,0,0,0
1460,150,530330323182,1500000US530330323182,Block Group 2,2,PLST,WA,000,03,4552,0,0,0,0,0,0,0,0,0,0
1461,150,530330323183,1500000US530330323183,Block Group 3,3,PLST,WA,000,03,4553,0,0,0,0,0,0,0,0,0,0
1462,150,530330323184,1500000US530330323184,Block Group 4,4,PLST,WA,000,03,4554,8,0,0,0,0,0,8,0,0,8
1463,150,530330323191,1500000US530330323191,Block Group 1,1,PLST,WA,000,03,4555,12,0,0,0,0,0,12,0,0,12
1464,150,530330323192,1500000US530330323192,Block Group 2,2,PLST,WA,000,03,4556,0,0,0,0,0,0,0,0,0,0
1465,150,530330323193,1500000US530330323193,Block Group 3,3,PLST,WA,000,03,4557,0,0,0,0,0,0,0,0,0,0
1466,150,530330323201,1500000US530330323201,Block Group 1,1,PLST,WA,000,03,4558,11,0,0,0,0,0,11,0,0,11
1467,150,530330323202,1500000US530330323202,Block Group 2,2,PLST,WA,000,03,4559,5,0,0,0,0,0,5,0,0,5
1468,150,530330323203,1500000US530330323203,Block Group 3,3,PLST,WA,000,03,4560,10,10,0,10,0,0,0,0,0,0
1469,150,530330323211,1500000US530330323211,Block Group 1,1,PLST,WA,000,03,4561,0,0,0,0,0,0,0,0,0,0
1470,150,530330323212,1500000US530330323212,Block Group 2,2,PLST,WA,000,03,4562,57,21,0,0,21,0,36,0,0,36
1471,150,530330323213,1500000US530330323213,Block Group 3,3,PLST,WA,000,03,4563,0,0,0,0,0,0,0,0,0,0
1472,150,530330323214,1500000US530330323214,Block Group 4,4,PLST,WA,000,03,4564,0,0,0,0,0,0,0,0,0,0
1473,150,530330323221,1500000US530330323221,Block Group 1,1,PLST,WA,000,03,4565,0,0,0,0,0,0,0,0,0,0
1474,150,530330323222,1500000US530330323222,Block Group 2,2,PLST,WA,000,03,4566,0,0,0,0,0,0,0,0,0,0
1475,150,530330323223,1500000US530330323223,Block Group 3,3,PLST,WA,000,03,4567,0,0,0,0,0,0,0,0,0,0
1476,150,530330323231,1500000US530330323231,Block Group 1,1,PLST,WA,000,03,4568,0,0,0,0,0,0,0,0,0,0
1477,150,530330323232,1500000US530330323232,Block Group 2,2,PLST,WA,000,03,4569,107,46,0,0,46,0,61,0,0,61
1478,150,530330323233,1500000US530330323233,Block Group 3,3,PLST,WA,000,03,4570,11,0,0,0,0,0,11,0,0,11
1479,150,530330323234,1500000US530330323234,Block Group 4,4,PLST,WA,000,03,4571,0,0,0,0,0,0,0,0,0,0
1480,150,530330323241,1500000US530330323241,Block Group 1,1,PLST,WA,000,03,4572,11,0,0,0,0,0,11,0,0,11
1481,150,530330323242,1500000US530330323242,Block Group 2,2,PLST,WA,000,03,4573,0,0,0,0,0,0,0,0,0,0
1482,150,530330323243,1500000US530330323243,Block Group 3,3,PLST,WA,000,03,4574,12,0,0,0,0,0,12,0,0,12
1483,150,530330323244,1500000US530330323244,Block Group 4,4,PLST,WA,000,03,4575,0,0,0,0,0,0,0,0,0,0
1484,150,530330323251,1500000US530330323251,Block Group 1,1,PLST,WA,000,03,4576,5,0,0,0,0,0,5,0,0,5
1485,150,530330323252,1500000US530330323252,Block Group 2,2,PLST,WA,000,03,4577,0,0,0,0,0,0,0,0,0,0
1486,150,530330323253,1500000US530330323253,Block Group 3,3,PLST,WA,000,03,4578,7,0,0,0,0,0,7,0,0,7
1487,150,530330323254,1500000US530330323254,Block Group 4,4,PLST,WA,000,03,4579,16,0,0,0,0,0,16,0,0,16
1488,150,530330323261,1500000US530330323261,Block Group 1,1,PLST,WA,000,03,4580,0,0,0,0,0,0,0,0,0,0
1489,150,530330323262,1500000US530330323262,Block Group 2,2,PLST,WA,000,03,4581,0,0,0,0,0,0,0,0,0,0
1490,150,530330323263,1500000US530330323263,Block Group 3,3,PLST,WA,000,03,4582,0,0,0,0,0,0,0,0,0,0
1491,150,530330323271,1500000US530330323271,Block Group 1,1,PLST,WA,000,03,4583,0,0,0,0,0,0,0,0,0,0
1492,150,530330323272,1500000US530330323272,Block Group 2,2,PLST,WA,000,03,4584,0,0,0,0,0,0,0,0,0,0
1493,150,530330323273,1500000US530330323273,Block Group 3,3,PLST,WA,000,03,4585,0,0,0,0,0,0,0,0,0,0
1494,150,530330323281,1500000US530330323281,Block Group 1,1,PLST,WA,000,03,4586,0,0,0,0,0,0,0,0,0,0
1495,150,530330323282,1500000US530330323282,Block Group 2,2,PLST,WA,000,03,4587,11,0,0,0,0,0,11,0,0,11
1496,150,530330323301,1500000US530330323301,Block Group 1,1,PLST,WA,000,03,4588,56,56,0,0,56,0,0,0,0,0
1497,150,530330323302,1500000US530330323302,Block Group 2,2,PLST,WA,000,03,4589,0,0,0,0,0,0,0,0,0,0
1498,150,530330323303,1500000US530330323303,Block Group 3,3,PLST,WA,000,03,4590,0,0,0,0,0,0,0,0,0,0
1499,150,530330323311,1500000US530330323311,Block Group 1,1,PLST,WA,000,03,4591,0,0,0,0,0,0,0,0,0,0
1500,150,530330323312,1500000US530330323312,Block Group 2,2,PLST,WA,000,03,4592,0,0,0,0,0,0,0,0,0,0
1501,150,530330323313,1500000US530330323313,Block Group 3,3,PLST,WA,000,03,4593,0,0,0,0,0,0,0,0,0,0
1502,150,530330323321,1500000US530330323321,Block Group 1,1,PLST,WA,000,03,4594,0,0,0,0,0,0,0,0,0,0
1503,150,530330323322,1500000US530330323322,Block Group 2,2,PLST,WA,000,03,4595,0,0,0,0,0,0,0,0,0,0
1504,150,530330323323,1500000US530330323323,Block Group 3,3,PLST,WA,000,03,4596,0,0,0,0,0,0,0,0,0,0
1505,150,530330323331,1500000US530330323331,Block Group 1,1,PLST,WA,000,03,4597,0,0,0,0,0,0,0,0,0,0
1506,150,530330323332,1500000US530330323332,Block Group 2,2,PLST,WA,000,03,4598,0,0,0,0,0,0,0,0,0,0
1507,150,530330324011,1500000US530330324011,Block Group 1,1,PLST,WA,000,03,4599,0,0,0,0,0,0,0,0,0,0
1508,150,530330324012,1500000US530330324012,Block Group 2,2,PLST,WA,000,03,4600,0,0,0,0,0,0,0,0,0,0
1509,150,530330324013,1500000US530330324013,Block Group 3,3,PLST,WA,000,03,4601,0,0,0,0,0,0,0,0,0,0
1510,150,530330324014,1500000US530330324014,Block Group 4,4,PLST,WA,000,03,4602,0,0,0,0,0,0,0,0,0,0
1511,150,530330324021,1500000US530330324021,Block Group 1,1,PLST,WA,000,03,4603,0,0,0,0,0,0,0,0,0,0
1512,150,530330324022,1500000US530330324022,Block Group 2,2,PLST,WA,000,03,4604,0,0,0,0,0,0,0,0,0,0
1513,150,530330324023,1500000US530330324023,Block Group 3,3,PLST,WA,000,03,4605,0,0,0,0,0,0,0,0,0,0
1514,150,530330324024,1500000US530330324024,Block Group 4,4,PLST,WA,000,03,4606,0,0,0,0,0,0,0,0,0,0
1515,150,530330325001,1500000US530330325001,Block Group 1,1,PLST,WA,000,03,4607,0,0,0,0,0,0,0,0,0,0
1516,150,530330325002,1500000US530330325002,Block Group 2,2,PLST,WA,000,03,4608,0,0,0,0,0,0,0,0,0,0
1517,150,530330325003,1500000US530330325003,Block Group 3,3,PLST,WA,000,03,4609,0,0,0,0,0,0,0,0,0,0
1518,150,530330325004,1500000US530330325004,Block Group 4,4,PLST,WA,000,03,4610,0,0,0,0,0,0,0,0,0,0
1519,150,530330326011,1500000US530330326011,Block Group 1,1,PLST,WA,000,03,4611,0,0,0,0,0,0,0,0,0,0
1520,150,530330326012,1500000US530330326012,Block Group 2,2,PLST,WA,000,03,4612,0,0,0,0,0,0,0,0,0,0
1521,150,530330326031,1500000US530330326031,Block Group 1,1,PLST,WA,000,03,4613,0,0,0,0,0,0,0,0,0,0
1522,150,530330326032,1500000US530330326032,Block Group 2,2,PLST,WA,000,03,4614,0,0,0,0,0,0,0,0,0,0
1523,150,530330326033,1500000US530330326033,Block Group 3,3,PLST,WA,000,03,4615,0,0,0,0,0,0,0,0,0,0
1524,150,530330326041,1500000US530330326041,Block Group 1,1,PLST,WA,000,03,4616,0,0,0,0,0,0,0,0,0,0
1525,150,530330326042,1500000US530330326042,Block Group 2,2,PLST,WA,000,03,4617,0,0,0,0,0,0,0,0,0,0
1526,150,530330326043,1500000US530330326043,Block Group 3,3,PLST,WA,000,03,4618,92,92,0,92,0,0,0,0,0,0
1527,150,530330326051,1500000US530330326051,Block Group 1,1,PLST,WA,000,03,4619,0,0,0,0,0,0,0,0,0,0
1528,150,530330326052,1500000US530330326052,Block Group 2,2,PLST,WA,000,03,4620,0,0,0,0,0,0,0,0,0,0
1529,150,530330326053,1500000US530330326053,Block Group 3,3,PLST,WA,000,03,4621,0,0,0,0,0,0,0,0,0,0
1530,150,530330327031,1500000US530330327031,Block Group 1,1,PLST,WA,000,03,4622,0,0,0,0,0,0,0,0,0,0
1531,150,530330327032,1500000US530330327032,Block Group 2,2,PLST,WA,000,03,4623,0,0,0,0,0,0,0,0,0,0
1532,150,530330327041,1500000US530330327041,Block Group 1,1,PLST,WA,000,03,4624,11,0,0,0,0,0,11,0,0,11
1533,150,530330327042,1500000US530330327042,Block Group 2,2,PLST,WA,000,03,4625,0,0,0,0,0,0,0,0,0,0
1534,150,530330327043,1500000US530330327043,Block Group 3,3,PLST,WA,000,03,4626,54,0,0,0,0,0,54,0,0,54
1535,150,530330327044,1500000US530330327044,Block Group 4,4,PLST,WA,000,03,4627,0,0,0,0,0,0,0,0,0,0
1536,150,530330327051,1500000US530330327051,Block Group 1,1,PLST,WA,000,03,4628,0,0,0,0,0,0,0,0,0,0
1537,150,530330327052,1500000US530330327052,Block Group 2,2,PLST,WA,000,03,4629,0,0,0,0,0,0,0,0,0,0
1538,150,530330327053,1500000US530330327053,Block Group 3,3,PLST,WA,000,03,4630,0,0,0,0,0,0,0,0,0,0
1539,150,530330327061,1500000US530330327061,Block Group 1,1,PLST,WA,000,03,4631,0,0,0,0,0,0,0,0,0,0
1540,150,530330327062,1500000US530330327062,Block Group 2,2,PLST,WA,000,03,4632,0,0,0,0,0,0,0,0,0,0
1541,150,530330327063,1500000US530330327063,Block Group 3,3,PLST,WA,000,03,4633,14,0,0,0,0,0,14,0,0,14
1542,150,530330328001,1500000US530330328001,Block Group 1,1,PLST,WA,000,03,4634,0,0,0,0,0,0,0,0,0,0
1543,150,530330328002,1500000US530330328002,Block Group 2,2,PLST,WA,000,03,4635,0,0,0,0,0,0,0,0,0,0
1544,150,530330328003,1500000US530330328003,Block Group 3,3,PLST,WA,000,03,4636,8,0,0,0,0,0,8,0,0,8
1545,150,530339901000,1500000US530339901000,Block Group 0,0,PLST,WA,000,03,4637,0,0,0,0,0,0,0,0,0,0
